year,origin_location_code,asylum_location_code,population
2005,NPL,MYS,942
2005,NPL,NZL,29
2005,NPL,THA,321
2005,PAK,AFG,14
2005,PAK,CHN,444
2005,PAK,JPN,33
2005,PAK,LKA,606
2005,PAK,MYS,201
2005,PAK,NPL,678
2005,PAK,NZL,22
2005,PHL,JPN,5
2005,PHL,MYS,61344
2005,THA,MYS,627
2005,THA,NZL,5
2006,AFG,CHN,21
2006,AFG,IDN,225
2006,AFG,IND,28827
2006,AFG,JPN,115
2006,AFG,LKA,15
2006,AFG,MYS,255
2006,AFG,NZL,961
2006,AFG,PAK,2094241
2006,BGD,IND,45
2006,BGD,JPN,20
2006,BGD,MYS,324
2006,BGD,NZL,15
2006,CHN,IND,77210
2006,CHN,JPN,110
2006,CHN,KHM,15
2006,CHN,MNG,15
2006,CHN,MYS,102
2006,CHN,NZL,84
2006,CHN,PAK,5
2006,CHN,THA,423
2006,FJI,NZL,8
2006,IDN,MYS,47109
2006,IDN,NZL,8
2006,IDN,PNG,12854
2006,IND,LKA,21
2006,IND,MYS,66
2006,IND,NZL,19
2006,KHM,JPN,206
2006,KHM,MYS,957
2006,KHM,NZL,12
2006,KHM,THA,528
2006,LKA,CHN,27
2006,LKA,IDN,420
2006,LKA,IND,139218
2006,LKA,JPN,25
2006,LKA,MYS,1359
2006,LKA,NZL,141
2006,LKA,PAK,5
2006,LKA,PHL,27
2006,LKA,THA,399
2006,NPL,IDN,15
2006,NPL,JPN,10
2006,NPL,MYS,912
2006,NPL,NZL,23
2006,NPL,THA,336
2006,PAK,CHN,411
2006,PAK,IDN,15
2006,PAK,JPN,30
2006,PAK,LKA,771
2006,PAK,MYS,186
2006,PAK,NPL,567
2006,PAK,NZL,27
2006,PAK,THA,15
2006,PHL,JPN,5
2006,PHL,MYS,61329
2006,THA,MYS,816
2006,THA,NZL,5
2007,AFG,CHN,21
2007,AFG,IDN,183
2007,AFG,IND,29103
2007,AFG,JPN,122
2007,AFG,LKA,15
2007,AFG,MYS,570
2007,AFG,NZL,167
2007,AFG,PAK,3810266
2007,AFG,THA,15
2007,BGD,IND,48
2007,BGD,JPN,18
2007,BGD,MYS,114
2007,BGD,NZL,7
2007,BGD,PAK,5
2007,CHN,IDN,15
2007,CHN,IND,77210
2007,CHN,JPN,107
2007,CHN,KHM,15
2007,CHN,MNG,30
2007,CHN,MYS,132
2007,CHN,NZL,102
2007,CHN,PAK,5
2007,CHN,THA,621
2007,FJI,NZL,5
2007,IDN,MYS,6490
2007,IDN,PNG,15000
2007,IND,LKA,18
2007,IND,MYS,47
2007,IND,NZL,16
2007,KHM,JPN,206
2007,KHM,MYS,625
2007,KHM,NZL,10
2007,KHM,THA,264
2007,LKA,IDN,297
2007,LKA,IND,145868
2007,LKA,JPN,34
2007,LKA,KHM,15
2007,LKA,MYS,3990
2007,LKA,NZL,205
2007,LKA,PAK,5
2007,LKA,PHL,27
2007,LKA,THA,1266
2007,MNG,NZL,5
2007,MYS,NZL,6
2007,NPL,JPN,5
2007,NPL,MYS,606
2007,NPL,NZL,17
2007,NPL,THA,225
2007,PAK,BGD,15
2007,PAK,CHN,354
2007,PAK,JPN,41
2007,PAK,LKA,1008
2007,PAK,MYS,204
2007,PAK,NPL,477
2007,PAK,NZL,22
2007,PAK,THA,51
2007,PHL,MYS,61329
2007,THA,MYS,909
2008,AFG,IDN,495
2008,AFG,IND,30306
2008,AFG,JPN,123
2008,AFG,LKA,30
2008,AFG,MYS,1581
2008,AFG,NZL,172
2008,AFG,PAK,3317625
2008,BGD,IND,33
2008,BGD,JPN,35
2008,BGD,MYS,51
2008,BGD,NZL,12
2008,BGD,PAK,5
2008,BGD,THA,15
2008,CHN,IDN,15
2008,CHN,IND,100013
2008,CHN,JPN,117
2008,CHN,MNG,33
2008,CHN,MYS,198
2008,CHN,NZL,114
2008,CHN,PAK,5
2008,CHN,PHL,15
2008,CHN,THA,591
2008,IDN,MYS,604
2008,IDN,PAK,5
2008,IDN,PNG,15000
2008,IND,JPN,18
2008,IND,MYS,21
2008,IND,NZL,19
2008,IND,PAK,5
2008,IND,THA,18
2008,KHM,JPN,158
2008,KHM,MYS,176
2008,KHM,NZL,10
2008,KHM,THA,252
2008,LKA,IDN,345
2008,LKA,IND,146572
2008,LKA,JPN,82
2008,LKA,KHM,15
2008,LKA,MYS,6567
2008,LKA,NZL,218
2008,LKA,PAK,8
2008,LKA,PHL,48
2008,LKA,THA,1524
2008,MNG,NZL,5
2008,MYS,NZL,6
2008,NPL,JPN,13
2008,NPL,MYS,183
2008,NPL,NZL,22
2008,NPL,THA,114
2008,PAK,AFG,15
2008,PAK,CHN,102
2008,PAK,IDN,21
2008,PAK,JPN,56
2008,PAK,LKA,1680
2008,PAK,MYS,198
2008,PAK,NPL,456
2008,PAK,NZL,22
2008,PAK,THA,81
2008,PHL,MYS,61329
2008,THA,IDN,15
2008,THA,MYS,896
2009,AFG,CHN,21
2009,AFG,FJI,15
2009,AFG,IDN,4893
2009,AFG,IND,29589
2009,AFG,JPN,114
2009,AFG,LKA,5
2009,AFG,MYS,1632
2009,AFG,NZL,174
2009,AFG,PAK,3263734
2009,BGD,IND,33
2009,BGD,JPN,74
2009,BGD,MYS,33
2009,BGD,NZL,7
2009,CHN,IDN,15
2009,CHN,IND,100013
2009,CHN,JPN,138
2009,CHN,KHM,15
2009,CHN,MNG,33
2009,CHN,MYS,291
2009,CHN,NZL,126
2009,CHN,PAK,5
2009,CHN,PHL,15
2009,CHN,THA,486
2009,FJI,NZL,28
2009,IDN,MYS,789
2009,IDN,NZL,406
2009,IDN,PAK,5
2009,IDN,PNG,12109
2009,IND,JPN,51
2009,IND,MYS,15
2009,IND,NZL,34
2009,KHM,JPN,164
2009,KHM,MYS,155
2009,KHM,NZL,10
2009,KHM,THA,300
2009,LKA,BGD,15
2009,LKA,IDN,660
2009,LKA,IND,145766
2009,LKA,JPN,242
2009,LKA,KHM,15
2009,LKA,MYS,8907
2009,LKA,NPL,21
2009,LKA,NZL,246
2009,LKA,PHL,24
2009,LKA,PNG,30
2009,LKA,THA,2646
2009,MNG,NZL,5
2009,MYS,NZL,6
2009,NPL,JPN,24
2009,NPL,MYS,75
2009,NPL,NZL,18
2009,NPL,THA,84
2009,PAK,AFG,15
2009,PAK,CHN,183
2009,PAK,IDN,15
2009,PAK,JPN,109
2009,PAK,LKA,500
2009,PAK,MYS,258
2009,PAK,NPL,480
2009,PAK,NZL,36
2009,PAK,THA,951
2009,PHL,MYS,61332
2009,THA,MYS,823
2010,AFG,AFG,2514750
2010,AFG,CHN,21
2010,AFG,FJI,15
2010,AFG,IDN,4398
2010,AFG,IND,27951
2010,AFG,JPN,108
2010,AFG,MYS,1518
2010,AFG,NZL,184
2010,AFG,PAK,5705364
2010,BGD,JPN,70
2010,BGD,MYS,44
2010,BGD,NZL,7
2010,BGD,THA,21
2010,CHN,IDN,36
2010,CHN,IND,100013
2010,CHN,JPN,155
2010,CHN,MNG,36
2010,CHN,MYS,324
2010,CHN,NZL,141
2010,CHN,PAK,5
2010,CHN,PHL,18
2010,CHN,THA,438
2010,FJI,NZL,28
2010,IDN,JPN,5
2010,IDN,MYS,846
2010,IDN,PNG,12109
2010,IND,JPN,79
2010,IND,MYS,15
2010,IND,NPL,1193
2010,IND,NZL,12
2010,IND,THA,15
2010,KHM,JPN,146
2010,KHM,MYS,118
2010,KHM,NZL,10
2010,KHM,THA,243
2010,LKA,BGD,15
2010,LKA,IDN,1404
2010,LKA,IND,139996
2010,LKA,JPN,282
2010,LKA,KHM,15
2010,LKA,MYS,11976
2010,LKA,NZL,248
2010,LKA,PHL,24
2010,LKA,PNG,15
2010,LKA,THA,2142
2010,MNG,NZL,5
2010,MYS,JPN,5
2010,MYS,NZL,6
2010,NPL,JPN,102
2010,NPL,MYS,47
2010,NPL,NZL,18
2010,NPL,THA,66
2010,PAK,AFG,6439
2010,PAK,CHN,411
2010,PAK,IDN,78
2010,PAK,IND,195
2010,PAK,JPN,171
2010,PAK,KHM,21
2010,PAK,LKA,894
2010,PAK,MYS,288
2010,PAK,NPL,516
2010,PAK,NZL,39
2010,PAK,THA,1365
2010,PHL,JPN,6
2010,PHL,MYS,80018
2010,THA,MYS,314
2011,AFG,AFG,2853501
2011,AFG,CHN,21
2011,AFG,FJI,15
2011,AFG,IDN,6375
2011,AFG,IND,29340
2011,AFG,JPN,85
2011,AFG,LKA,18
2011,AFG,MYS,1308
2011,AFG,NZL,59
2011,AFG,PAK,5110464
2011,BGD,JPN,97
2011,BGD,MYS,44
2011,BGD,NZL,12
2011,BGD,THA,27
2011,CHN,IDN,81
2011,CHN,IND,100013
2011,CHN,JPN,157
2011,CHN,MNG,15
2011,CHN,MYS,255
2011,CHN,NZL,145
2011,CHN,PAK,5
2011,CHN,THA,552
2011,FJI,NZL,27
2011,IDN,MYS,901
2011,IDN,PNG,11794
2011,IND,IDN,15
2011,IND,JPN,33
2011,IND,MYS,15
2011,IND,NPL,1148
2011,IND,NZL,9
2011,KHM,JPN,66
2011,KHM,MYS,120
2011,KHM,NZL,5
2011,KHM,THA,318
2011,LKA,IDN,1605
2011,LKA,IND,136304
2011,LKA,JPN,379
2011,LKA,KHM,36
2011,LKA,MYS,13322
2011,LKA,NPL,39
2011,LKA,NZL,155
2011,LKA,PHL,24
2011,LKA,PNG,15
2011,LKA,THA,1290
2011,MNG,JPN,5
2011,NPL,JPN,300
2011,NPL,MYS,39
2011,NPL,NZL,17
2011,NPL,THA,81
2011,PAK,AFG,3111
2011,PAK,CHN,225
2011,PAK,IDN,426
2011,PAK,IND,69
2011,PAK,JPN,271
2011,PAK,KHM,24
2011,PAK,LKA,975
2011,PAK,MYS,627
2011,PAK,NPL,465
2011,PAK,NZL,56
2011,PAK,PHL,15
2011,PAK,THA,1212
2011,PHL,IDN,18
2011,PHL,JPN,5
2011,PHL,MYS,80021
2011,THA,IDN,15
2011,THA,JPN,5
2011,THA,MYS,324
2012,AFG,AFG,2638128
2012,AFG,CHN,21
2012,AFG,FJI,21
2012,AFG,IDN,11655
2012,AFG,IND,30612
2012,AFG,JPN,68
2012,AFG,LKA,15
2012,AFG,MNG,15
2012,AFG,MYS,1392
2012,AFG,NRU,198
2012,AFG,NZL,45
2012,AFG,PAK,4922880
2012,AFG,PHL,15
2012,AFG,PNG,13
2012,AFG,THA,24
2012,BGD,IDN,120
2012,BGD,JPN,238
2012,BGD,MYS,38
2012,BGD,NZL,19
2012,CHN,IDN,132
2012,CHN,IND,100013
2012,CHN,JPN,175
2012,CHN,MNG,33
2012,CHN,MYS,261
2012,CHN,NZL,147
2012,CHN,PAK,5
2012,CHN,THA,516
2012,FJI,NZL,20
2012,IDN,JPN,10
2012,IDN,MYS,921
2012,IDN,PNG,18942
2012,IND,JPN,119
2012,IND,MYS,18
2012,IND,NPL,1178
2012,IND,NZL,13
2012,IND,THA,15
2012,KHM,JPN,112
2012,KHM,MYS,112
2012,KHM,NZL,5
2012,KHM,THA,345
2012,LKA,IDN,1869
2012,LKA,IND,134330
2012,LKA,JPN,534
2012,LKA,KHM,30
2012,LKA,MYS,11789
2012,LKA,NPL,33
2012,LKA,NRU,648
2012,LKA,NZL,119
2012,LKA,PHL,24
2012,LKA,PNG,95
2012,LKA,THA,795
2012,MYS,NZL,5
2012,NPL,IDN,18
2012,NPL,JPN,496
2012,NPL,MYS,42
2012,NPL,NZL,22
2012,NPL,THA,69
2012,PAK,AFG,16328
2012,PAK,CHN,156
2012,PAK,IDN,1299
2012,PAK,JPN,429
2012,PAK,KHM,24
2012,PAK,LKA,963
2012,PAK,MYS,1233
2012,PAK,NPL,558
2012,PAK,NRU,129
2012,PAK,NZL,69
2012,PAK,PHL,21
2012,PAK,PNG,16
2012,PAK,THA,2079
2012,PHL,IDN,15
2012,PHL,JPN,5
2012,PHL,MYS,80000
2012,THA,IDN,15
2012,THA,JPN,5
2012,THA,MYS,312
2013,AFG,AFG,826458
2013,AFG,CHN,21
2013,AFG,FJI,21
2013,AFG,IDN,11802
2013,AFG,IND,34131
2013,AFG,JPN,68
2013,AFG,LKA,69
2013,AFG,MYS,975
2013,AFG,NPL,42
2013,AFG,NRU,72
2013,AFG,NZL,32
2013,AFG,PAK,4863597
2013,AFG,PHL,15
2013,AFG,PNG,51
2013,AFG,THA,54
2013,BGD,IDN,258
2013,BGD,JPN,378
2013,BGD,MYS,53
2013,BGD,NZL,6
2013,CHN,IDN,144
2013,CHN,IND,100013
2013,CHN,JPN,175
2013,CHN,MNG,24
2013,CHN,MYS,198
2013,CHN,NZL,142
2013,CHN,THA,516
2013,FJI,NZL,20
2013,IDN,JPN,5
2013,IDN,MYS,1048
2013,IDN,PNG,18942
2013,IND,IDN,15
2013,IND,JPN,234
2013,IND,MYS,15
2013,IND,NPL,1071
2013,IND,NZL,6
2013,KHM,JPN,48
2013,KHM,MYS,115
2013,KHM,PHL,39
2013,KHM,THA,360
2013,LKA,IDN,2478
2013,LKA,IND,131348
2013,LKA,JPN,694
2013,LKA,KHM,15
2013,LKA,MYS,11148
2013,LKA,NPL,54
2013,LKA,NRU,219
2013,LKA,NZL,111
2013,LKA,PHL,24
2013,LKA,PNG,126
2013,LKA,THA,684
2013,NPL,IDN,36
2013,NPL,JPN,856
2013,NPL,MYS,15
2013,NPL,NZL,21
2013,NPL,THA,60
2013,PAK,AFG,17028
2013,PAK,CHN,168
2013,PAK,IDN,2115
2013,PAK,JPN,613
2013,PAK,KHM,18
2013,PAK,LKA,4758
2013,PAK,MYS,1965
2013,PAK,NPL,1167
2013,PAK,NRU,59
2013,PAK,NZL,44
2013,PAK,PHL,60
2013,PAK,PNG,18
2013,PAK,THA,5073
2013,PHL,IDN,15
2013,PHL,JPN,5
2013,PHL,MYS,80007
2013,THA,JPN,5
2013,THA,MYS,254
2014,AFG,AFG,603852
2014,AFG,CHN,21
2014,AFG,FJI,21
2014,AFG,IDN,17565
2014,AFG,IND,35100
2014,AFG,JPN,82
2014,AFG,LKA,366
2014,AFG,MYS,1188
2014,AFG,NPL,201
2014,AFG,NRU,81
2014,AFG,NZL,36
2014,AFG,PAK,4531116
2014,AFG,PHL,15
2014,AFG,PNG,96
2014,AFG,THA,159
2014,BGD,IDN,156
2014,BGD,JPN,557
2014,BGD,MYS,69
2014,BGD,NRU,35
2014,BGD,NZL,6
2014,BGD,PHL,15
2014,BGD,PNG,55
2014,BGD,THA,15
2014,CHN,IDN,126
2014,CHN,IND,109028
2014,CHN,JPN,189
2014,CHN,MNG,15
2014,CHN,MYS,204
2014,CHN,NZL,143
2014,CHN,THA,639
2014,FJI,MYS,15
2014,FJI,NZL,32
2014,IDN,JPN,5
2014,IDN,MYS,1831
2014,IDN,NRU,5
2014,IDN,PNG,9368
2014,IND,IDN,30
2014,IND,JPN,359
2014,IND,MYS,15
2014,IND,NPL,988
2014,IND,NRU,21
2014,IND,NZL,10
2014,IND,PNG,6
2014,IND,THA,60
2014,KHM,JPN,31
2014,KHM,MYS,138
2014,KHM,THA,447
2014,LKA,IDN,1587
2014,LKA,IND,130114
2014,LKA,JPN,990
2014,LKA,KHM,15
2014,LKA,MYS,11739
2014,LKA,NPL,78
2014,LKA,NRU,121
2014,LKA,NZL,100
2014,LKA,PHL,51
2014,LKA,PNG,24
2014,LKA,THA,1086
2014,MYS,THA,15
2014,NPL,IDN,15
2014,NPL,JPN,1870
2014,NPL,NRU,11
2014,NPL,NZL,14
2014,NPL,PNG,10
2014,NPL,THA,57
2014,PAK,AFG,860942
2014,PAK,CHN,93
2014,PAK,IDN,1416
2014,PAK,JPN,639
2014,PAK,KHM,18
2014,PAK,LKA,3612
2014,PAK,MYS,3285
2014,PAK,NPL,954
2014,PAK,NRU,126
2014,PAK,NZL,48
2014,PAK,PHL,60
2014,PAK,PNG,59
2014,PAK,THA,15537
2014,PHL,IND,15
2014,PHL,JPN,40
2014,PHL,MYS,80005
2014,PHL,THA,15
2014,THA,JPN,115
2014,THA,KHM,24
2014,THA,MYS,66
2015,AFG,AFG,450951
2015,AFG,CHN,21
2015,AFG,FJI,21
2015,AFG,IDN,20016
2015,AFG,IND,38772
2015,AFG,JPN,54
2015,AFG,LKA,693
2015,AFG,MNG,15
2015,AFG,MYS,1527
2015,AFG,NPL,207
2015,AFG,NRU,48
2015,AFG,NZL,45
2015,AFG,PAK,4700850
2015,AFG,PHL,15
2015,AFG,PNG,34
2015,AFG,THA,192
2015,BGD,IDN,315
2015,BGD,JPN,688
2015,BGD,MYS,96
2015,BGD,NRU,10
2015,BGD,NZL,13
2015,BGD,PHL,12
2015,BGD,PNG,5
2015,BGD,THA,27
2015,CHN,IDN,96
2015,CHN,IND,110108
2015,CHN,JPN,253
2015,CHN,MNG,18
2015,CHN,MYS,135
2015,CHN,NZL,147
2015,CHN,PHL,12
2015,CHN,THA,702
2015,FJI,MYS,15
2015,FJI,NZL,36
2015,IDN,JPN,854
2015,IDN,MYS,2223
2015,IDN,NRU,5
2015,IDN,PNG,9368
2015,IND,IDN,21
2015,IND,JPN,554
2015,IND,MYS,18
2015,IND,NPL,1134
2015,IND,NRU,5
2015,IND,NZL,10
2015,IND,PNG,5
2015,IND,THA,75
2015,KHM,JPN,74
2015,KHM,MYS,176
2015,KHM,PHL,15
2015,KHM,THA,501
2015,LKA,IDN,1836
2015,LKA,IND,128416
2015,LKA,JPN,1247
2015,LKA,KHM,15
2015,LKA,MYS,9219
2015,LKA,NPL,66
2015,LKA,NRU,39
2015,LKA,NZL,103
2015,LKA,PHL,34
2015,LKA,PNG,5
2015,LKA,THA,915
2015,MNG,JPN,5
2015,MYS,NRU,5
2015,NPL,IDN,15
2015,NPL,JPN,3096
2015,NPL,MYS,15
2015,NPL,NRU,10
2015,NPL,NZL,12
2015,NPL,THA,63
2015,PAK,AFG,731752
2015,PAK,CHN,51
2015,PAK,IDN,1497
2015,PAK,JPN,736
2015,PAK,KHM,18
2015,PAK,LKA,3255
2015,PAK,MYS,4233
2015,PAK,NPL,813
2015,PAK,NRU,77
2015,PAK,NZL,61
2015,PAK,PHL,171
2015,PAK,PNG,31
2015,PAK,THA,15792
2015,PHL,CHN,51
2015,PHL,IND,15
2015,PHL,JPN,392
2015,PHL,MYS,80030
2015,PHL,THA,15
2015,THA,JPN,131
2015,THA,KHM,24
2015,THA,MYS,87
2016,AFG,AFG,342663
2016,AFG,CHN,75
2016,AFG,FJI,21
2016,AFG,IDN,21462
2016,AFG,IND,35844
2016,AFG,JPN,49
2016,AFG,LKA,564
2016,AFG,MNG,15
2016,AFG,MYS,2118
2016,AFG,NPL,177
2016,AFG,NRU,48
2016,AFG,NZL,46
2016,AFG,PAK,4069821
2016,AFG,PHL,36
2016,AFG,PNG,28
2016,AFG,THA,213
2016,BGD,IDN,204
2016,BGD,JPN,721
2016,BGD,LKA,30
2016,BGD,MYS,92
2016,BGD,NPL,36
2016,BGD,NRU,10
2016,BGD,NZL,13
2016,BGD,PHL,15
2016,BGD,THA,15
2016,CHN,IDN,72
2016,CHN,IND,110108
2016,CHN,JPN,96
2016,CHN,MNG,15
2016,CHN,MYS,141
2016,CHN,NZL,191
2016,CHN,PHL,15
2016,CHN,THA,642
2016,FJI,NZL,28
2016,IDN,JPN,1726
2016,IDN,MYS,2556
2016,IDN,NRU,5
2016,IDN,NZL,5
2016,IDN,PNG,9368
2016,IND,IDN,36
2016,IND,JPN,833
2016,IND,MYS,15
2016,IND,NPL,792
2016,IND,NRU,5
2016,IND,NZL,11
2016,IND,THA,75
2016,KHM,JPN,10
2016,KHM,MYS,209
2016,KHM,PHL,15
2016,KHM,THA,690
2016,LKA,IDN,1620
2016,LKA,IND,126324
2016,LKA,JPN,1811
2016,LKA,KHM,15
2016,LKA,MYS,6630
2016,LKA,NPL,66
2016,LKA,NRU,39
2016,LKA,NZL,99
2016,LKA,PHL,60
2016,LKA,THA,729
2016,MYS,NRU,5
2016,MYS,NZL,10
2016,MYS,THA,15
2016,NPL,JPN,4144
2016,NPL,MYS,15
2016,NPL,NPL,1755
2016,NPL,NRU,10
2016,NPL,NZL,7
2016,NPL,THA,57
2016,PAK,AFG,179508
2016,PAK,CHN,57
2016,PAK,IDN,1284
2016,PAK,JPN,709
2016,PAK,KHM,15
2016,PAK,LKA,2751
2016,PAK,MYS,6822
2016,PAK,NPL,786
2016,PAK,NRU,77
2016,PAK,NZL,68
2016,PAK,PHL,237
2016,PAK,PNG,32
2016,PAK,THA,13419
2016,PHL,CHN,15
2016,PHL,IND,15
2016,PHL,JPN,1202
2016,PHL,MYS,80040
2016,PHL,THA,15
2016,PNG,NZL,5
2016,THA,JPN,55
2016,THA,KHM,24
2016,THA,MYS,99
2016,THA,NZL,5
2017,AFG,AFG,1344096
2017,AFG,CHN,78
2017,AFG,FJI,36
2017,AFG,IDN,22677
2017,AFG,IND,40503
2017,AFG,JPN,51
2017,AFG,LKA,573
2017,AFG,MNG,15
2017,AFG,MYS,3561
2017,AFG,NPL,171
2017,AFG,NRU,81
2017,AFG,NZL,62
2017,AFG,PAK,4187553
2017,AFG,PHL,54
2017,AFG,PNG,117
2017,AFG,THA,279
2017,BGD,IDN,84
2017,BGD,JPN,1076
2017,BGD,MYS,104
2017,BGD,NPL,36
2017,BGD,NRU,42
2017,BGD,NZL,26
2017,BGD,PHL,15
2017,BGD,PNG,20
2017,BGD,THA,15
2017,CHN,IDN,57
2017,CHN,IND,108018
2017,CHN,JPN,604
2017,CHN,MNG,15
